file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
cytc-out/02_intermediate/sequences.safe.fa	FASTA	Protein	24	2545	104	106.0	112	105	105	105	0	105	5	0	0	0.00	0.00	0
